TAB,label
"GROWTH DYNAMICS AND STATUS ASSESSMENT OF SCOTS PINE CROPS ON REEDGRASS MEADOW CUTS BY REMOTE SENSING TECHNIQUES Well-timed and high-quality artificial reforestation is one of the main factors of sustainable forest management. Efficient forest stand formation is influenced by the right choice of the reforestation method and efficient planting material species. Longstanding research of pine crops' growth in the taiga zone of the Republic of Karelia was held according to the conventional methods. In order to confirm the objectivity of the obtained research results multi-time materials of remote sensing taken from the satellites of Landsat and Sentinel series were used for the first time. The presence of red and near infrared channels in the received data allows to calculate NDVI (Normalized Difference Vegetation Index), which gives the opportunity to estimate the photosynthetic active biomass. The index is the difference between the reflected intensities in infrared and red channels divided by the sum of its intensities. The use of NDVI for the study of reforestation dynamics is of reserach interest. Forest live cover analysis has shown that the quota of cereals and fireweed has essentially decreased, while the quota of forest species has increased. It was found that the coniferous stand of the I and Ia quality classes with the stock not fewer than 29.2 m(3)/ha has developed after Scots pine crops' formation on the cultivated land of reedgrass meadow cuts by 2019.",0
"Environmental recovery dynamics of waste dumps in calcary mining by natural regeneration The present research had as objective to evaluate the dynamics of the environmental recovery of waste dumps in calcary mining by analyzing the composition and phytosociological structure of natural regeneration. The study was carried out in a waste dumo located in Salto de Pirapora, sao Paulo, Brazil, with sterile piles abandoned since 1994 and 2013 and a native forest fragment, totaling three treatments. Twelve plots of 10 x 10 m were allocated to each area, where all shrub-tree individuals with height above 1.30 m were sampled, identified and evaluated for their composition and phytosociological structure. The occurrence of natural regeneration in the sterile cells was observed with the increased number of individuals and species over time. The results indicate that the vegetation present in the waste dumps is in transition from pioneer forest to a more advanced successional stage. However, Leucaena leucocephala has established itself more expressively than other species, inhibiting the development of other species. Finally, management actions are suggested so that the ecological succession of the waste dumps is not compromised.",0
"Effect of some environmental factors on liana abundance in a regenerating secondary lowland rainforest in Nigeria three decades after a ground fire This study examined variation in liana composition, abundance and environmental variables associated with them in a regenerating secondary rainforest in Ile-Ife, Nigeria. Six sample plots were established in the secondary forest in locations undergoing different degrees of regeneration for this study. All individual lianas were enumerated and girths at breast height were measured. Five soil samples were randomly collected from each sample plot using a soil auger, air-dried and sieved, and were analyzed for pH, particle size distribution, organic carbon, total nitrogen, phosphorus, exchangeable cations and organic matter content. Using Canonical Correspondence Analysis, Correlation and regression analysis, we determined soil variables that influenced the liana abundance in the forest. There were 41 liana species in the forest with Motandm guineensis (Apocyriaceae) being the most important species. The soil variables affected the liana species differently with the ""group IV"" liana species showing more preference for all the environmental variables. Liana individuals showed no significant relationship with all the soil variables in the forest. Also, only Motandra guineensis showed a strong relationship with all the soil variables in the forest. The study concluded that soil variables affected the liana abundance in the forest differently.",0
"Interspecific variations in tree allometry and functional traits in subtropical plantations in southern China Mechanical stability against buckling and water transport resistance through xylem vary with increasing tree height. To explore interspecific allometry based on morphological and physiological traits can play a crucial role in revealing their ecological adaptation. Four architectural traits (tree height, diameter at the breast height (DBH), crown width and crown depth) and seven functional traits (specific leaf area (SLA), leaf total carbon concentration (TC), midday leaf water potential, leaf delta C-13 and delta O-18, wood density and xylem water transport efficiency) were measured in Schima superba, Acacia auriculiformis and Eucalyptus citriodora plantations in the subtropical region of China. The mechanical stability declined in the order of S. superba > A. auriculiformis > E. citriodora. Taller species at a given DBH had slender stems and narrower crowns. Smaller leaf delta O-18 and more efficient xylem water transport were observed in two taller tree species, A. auriculiformis and E. citriodora. Smaller SLA, higher leaf TC and larger leaf area indicated more carbon allocation to leaves of S. superba. The variations in architectural and functional traits with tree allometry among tree species may provide a more complete understanding of species-specific growth strategies in this subtropical region.",0
"Anatomical Characterization of the Adventitious Roots of Mate (Ilex paraguariensis A. St.-Hil.) Mini-cuttings Leaves of mate is one of the main non-timber forest products marketed in South America, which makes establishment of new plantations of great interest. However, vegetative propagation of mate plantlets presents difficulties, which may be associated with the complexity of adventitious root formation. The aims of this study were to anatomically characterize the adventitious roots of mate-clone mini-cuttings and investigate the relationship of phenols and starch with adventitious rooting competence in mini-cuttings treated or not with indole-butyric acid (IBA). The mini-cuttings of four clones were collected at 0, 30, and 60 days of cultivation, fixed in a solution containing 1% glutaraldehyde and 4% formaldehyde, pre-infiltrated and infiltrated in (2-hydroxyethyl) methacrylate, and sectioned in a microtome. Ferric chloride and toluidine blue were used to detect phenolic compounds and lugol to identify starch. Adventitious roots formed in mini-cuttings treated with IBA presented disorganized xylem and phloem and poles irregularly but exhibited sclerenchyma vessel elements and tracheid cells indicating functionality. Differences in the rhizogenic ability of mate clones mini-cuttings were not due to the presence of anatomical barriers or the accumulation of phenolic compounds but be associated with the presence and distribution of starch grains in vegetative propagules.",0
"Variations in Carbon, Nitrogen and Phosphorus Stoichiometry during a Growth Season Within a Platycladus orientalis Plantation Knowledge of seasonal variations of carbon (C), nitrogen (N), and phosphorus (P) concentrations plus C:N:P ratios can provide insight into the dynamics of biological processes, nutrient cycling, resource acquisition, and mass partitioning in plants and soils. Platycladus orientalis (Cupressaceae) is an important tree species distributed throughout northern China. We studied the seasonal dynamics of C, N, and P concentrations and their stoichiometry in leaves, branches, roots, and soil in a P. orientalis plantation. Plant and soil C, N, and P concentrations, and their stoichiometry varied significantly among ecosystem components and growth season sampling times, indicating nutrient allocation patterns and mobility in the P. orientalis plantation. Accurately quantifying and comparing C:N:P stoichiometry in the plant and soil of P. orientalis requires a study of plant organs, soil depth, and sampling times. The mean N concentration in leaves was 14.06 g kg(-1) and the mean N:P ratio was 11.82, indicating that the growth of P. orientalis was N limited during the growing season. N and P concentrations and stoichiometry in plants were correlated with those in soil, suggesting coupled nutrient control between plant and soil. The C:N:P ratio was regulated in different components of the ecosystem.",0
"METHOD FOR TRANSFERRING NON-FOREST COVER TO FOREST COVER LAND USING LANDSAT IMAGERIES Satellite data becomes an important tool for monitoring global change in forest cover. Further development of remote sensing technologies creates opportunities for solving more complex problems requiring multi-time analysis of satellite data. Assessment of success reforestation after a disturbance in forest cover is such an important task. The traditional method of an assessment of successful reforestation is laying out the ground plots, which task requires significant time and resources. Fieldworks and transfer of land to forest cover land is carried out according to the method, which is developed by the Federal Agency for Forestry of Russia. This method has various criteria of success reforestation for every region. Arkhangelsk region, Vologda region and Republic of Karelia became the territories for research. Forest vegetation of this region belongs to the taiga zone and is divided into five groups: the area of pre-tundra forests and sparse taiga, northern taiga, middle taiga and south taiga. International forest classification relates this area to boreal forest. The task of transfer land to forest cover land can be optimized by using remote sensing data. This research shows analysis of recovery of the normalized difference vegetation index, the shortwave vegetation index and the normalized burn ratio in the framework of reforestation objects. Filed data was collected for every object and this data includes a number of young trees, average height and species composition. Processing of a considerable number of satellite imageries requires significant computing power because of the Google Earth Engine platform using for analysis data. The most suitable index was chosen in the analysis of the obtained data for the development of an automatic method for transfer land to forest cover land. The most suitable index for dividing lands on forest cover and non-forest cover lands is the shortwave vegetation index. Optimal threshold for transferring land is achievement of recovery index of 80 % from initial values before disturbance. The automatic method was developed using unsupervised classification and threshold values of recovery index.",0
"Use of 3-PG model to predict eucalypt biomass in Jalisco, Mexico Biomass modeling in forest plantations is an alternative to quantify carbon stored in vegetation. Predictions are important for management decisions or efforts to mitigate climate change. An important relationship is that of soil moisture (theta) with biomass. The 3-PG model was used to predict biomass production in different scenarios of theta in a Eucalyptus globulus plantation in subtropical climate. From 2007 to 2009, we measured theta in the 0 m - 1.8 m soil profile, leaf area index and the diameter at breast height. Precipitation was registered and crop and potential evapotranspiration were estimated for one year based on the water balance, with values of 959 mm, 514.3 mm and 1303 mm, respectively. The predictions of leaf area index and evapotranspiration overestimate observed data. At eight years, biomass was modeled as 165.5 Mg ha(-1), of which 23.1 Mg ha(-1) is stored in roots and 59.5 Mg ha(-1) in aboveground biomass. In conclusion, minimum soil moisture data are necessary to model diameter at breast height and it is desirable to assemble models instead of selecting a single model or using the average of them.",0
"MULTILEVEL NONLINEAR MIXED-EFFECTS MODEL AND MACHINE LEARNING FOR PREDICTING THE VOLUME OF Eucalyptus SPP. TREES Volumetric equations is one of the main tools for quantifying forest stand production, and is the basis for sustainable management of forest plantations. This study aimed to assess the quality of the volumetric estimation of Eucalyptus spp. trees using a mixed-effects model, artificial neural network (ANN) and support-vector machine (SVM). The database was derived from a forest stand located in the municipalities of Bom Jardim de Minas, Lima Duarte and Arantina in Minas Gerais state, Brazil. The volume of 818 trees was accurately estimated using Smalian's Formula. The Schumacher and Hall model was fitted by fixedeffects regression and by including multilevel random effects. The mixed model was fitted by adopting 14 different structures for the variance and covariance matrix. The best structure was selected based on the Akaike Information Criterion, Maximum Likelihood Ratio Test and Vuong's Closeness Test. The SVM and ANN training process considered diameter at breast height and total tree height to be the independent variables. The techniques performed satisfactorily in modeling, with homogeneous distributions and low dispersion of residuals. The quality analysis criteria indicated the superior performance of the mixed model with a Huynh-Feldt structure of the variance and covariance matrix, which showed a decrease in mean relative error from 13.52% to 2.80%, whereas machine learning techniques had error values of 6.77% (SVM) and 5.81% (ANN). This study confirms that although fixed-effects models are widely used in the Brazilian forest sector, there are more effective methods for modeling dendrometric variables.",0
"Individual Tree Parameters Estimation for Plantation Forests Based on UAV Oblique Photography The parameters of individual trees in forests are important for accurate forestry inventory and sustainable management. Unmanned aerial vehicle (UAV) oblique photogrammetry technology plays an important role in forest surveys because of its flexibility, low cost, high spatial data resolution. Few studies have committed to extract individual tree parameters and estimate individual tree biomass using oblique photography data. In this study, images of larch(<italic>Larix gmelinii</italic>) and Chinese pine(<italic>Pinus tabuliformis</italic>) plantations with different ages were acquired by UAV oblique photogrammetry. Then, three dimension (3D) point clouds were constructed recovered by the structure from motion (SFM) algorithm and than normalized. The watershed segmentation, point cloud segmentation (PCS) and object-oriented multiresolution segmentation (MRS) methods were used to delineate individual trees and extract tree height and crown area. Finally, stepwise regression was used to fitting individual tree biomass models based on the point cloud metrics, crown area obtained from individual tree segmentation and measured biomass. The results indicated that: most suitable segmentation method are determined for different tree species at different ages; optimal prediction models of individual tree biomass can be constructed by combining the point cloud metrics with the tree crown area obtained by segmentation, accuracy of the models are all greater than 0.8. The results show that UAV oblique photography technology can be used to accurately extract the individual tree parameters of larch and Chinese pine plantation forests in northern China and can meet the requirements of large-scale and low-cost forestry inventory.",0
"TEMPORAL AND SPATIAL VARIABILITY OF THE DIAMETER DISTRIBUTION IN A SECONDARY BRAZILIAN ATLANTIC FOREST SUGGESTS SITE-SPECIFIC MANAGEMENT PRACTICES The diameter distribution of a forest makes it possible to understand its ecological processes and to define actions related to forest management aiming at forest conservation, biodiversity increase, production, and carbon sequestration, among others. This study aimed to identify variation in the diameter distribution in a secondary Atlantic Forest, as a function of sites, over 24 years. The diameter at 1.3 m in height (dbh) was measured for each tree over 5.0 cm dbh, in ten sites, from 1992 to 2016. It was analyzed the quadratic mean diameter (Dq), the Dq annual periodic increment (API(Dq)), the Liocourt's Quotient (q), and the diameter distribution with Meyer's exponential model. The average API(Dq )over 24 years was 0.03 cm year(-1), an average increase of 0.21%, with site variation ranging from 0.74% to -0.45%. The diameter distribution of the forest as a whole maintained the reverse J-shaped over 24-years. When the sites in each inventory year were analyzed, the variation in the diameter distribution was evident, and there were differences in the recovery capacity of the reverse J-shaped distribution from 1992 to 2016. The overall results indicate that, whenever possible, the management plan to recover the structure of the Atlantic Forest remnants should be site-specific, particularly in the mountainous region where the environmental conditions are quite diverse.",0
"REDD+: An Analysis of Initiatives in East Africa Amidst Increasing Deforestation The study reviewed and examined reducing emissions from deforestation and forest degradation (REDD+) in East Africa. At the helm of Deforestation at its biting implication by the early 2000s, REDD+ was first suggested as a prospective climate change moderation arrangement in 2005 at the United Nations Convention on Climate Change (UNCCC) at the CoP11 in Canada. The basic idea herein was to reduce the increasing loss of forests due to deforestation as well as mitigate climate change as signs were vivid at the time. REDD+ would introduce initiatives to sustain carbon distribution, biodiversity, and stakeholder livelihoods. Developed countries lead in the support of these efforts. Using Literature review and content analysis approaches, the study investigates REDD+ projects in East Africa; Uganda, Rwanda, Kenya, and Tanzania. A considerable level of work has been done as per the findings. However, a lot needs to be put in place since East Africa solely depends on wood biomass for household fuel which is a major cause of deforestation and forest degradation.",0
"Forest Management Approaches for Climate Change Mitigation and Adaptation: a Comparison Between Germany and Japan Forest management affects carbon sequestration (mitigation) and resilience of forest ecosystems (adaptation) under climate change. Therefore, the efforts to integrate these two approaches have been made by the political arrangements to seek the synergy effects and deal with trade-offs. To study the state of the art linkages and forest policies to realize both adaptation and mitigation, we systematically review the literature highlighting the topic (136 publications) and outline two different approaches from Germany and Japan as countries with substantial forest resources and high influences on international forest policies and wood trade. We identify three linkages: (1) an ecosystem (based) approach assuming that a resilient ecosystem (adaptation), has high potential as a carbon sink (mitigation), (2) a sustainable forest management (SFM) aiming for enhancing forests' resilience and carbon sink potential simultaneously, and (3) a cross-sectoral approach generating synergies among multiple sectors of agriculture, forestry, urban design, and nature conservation. We find that a significant objective is still SFM for sustaining the forest area andwood production, where SFM examples in Germany and Japan exemplify contributions to carbon sinks and ongoing disaster risk management, respectively. Overall, the current differentiated objectives of SFM do not underpin the twofold approach and their synergy effects.",0
"Richness of Cerrado Woody Species Engaged in Ecological Restoration in the Brazilian Federal District This study has evaluated the richness of Cerrado woody species engaged in ecological restoration in the Brazilian Federal District (BFD). A survey gathered information on plant species traded by local nurseries, species recommended in restoration plans (PRADs), species effectively introduced in areas under restoration, and species present in preserved fragments of Cerrado. Results summed 566 Cerrado woody species from 80 botanical families of which 171 species were traded by local nurseries, 277 were recommended in PRADs, 190 were effectively used in restoration projects, and 434 species were sampled in fragments of native Cerrado. We found low similarity between species composition available in nurseries, recommended in PRADs, used in restoration projects and present in preserved fragments of native Cerrado. Such results indicate a poor connection between steps related to the selection of native woody species that make up initial plant communities on sites under ecological restoration.",0
"Characterization of soil water by the means of hydrogen and oxygen isotope ratio at dry-wet season under different soil layers in the dry-hot valley of Jinsha River The soil water was stratified sampling and analyzed with 0-100 cm by three plantation (Leucaena Benth Forest land, Dodonaea angustifolia Shrub land and Heteropogon contortus grassland) at the dry-hot Valley in Jinsha River, at June, September, December of 2016, which were to know about the variation and mechanism of soil water movement. The results showed that (1) soil water in different soil layers is significantly different, and the overall performance is shrub land (11.65%) > grassland (8.29%) > forest land (6.76%); (2) the delta D isotope ratio of the soil water from all samples ranged from -146.359% to -54.628% and the delta O-18 isotope ratio ranged from -20.272% to -2.148%, and there is a good linear relationship between isotope ratios of soil water of three different soils; (3) there is a change with season: the intercept of the isotopes ratio at different months decreased in turn, June < September < December. While the shrub lands and grassland had the same pattern but slightly different, the isotope ratio of soil moisture in December was lower, and the intercepts of shrub land in September were significantly larger than in December; (4) there is a change in space: the total difference isotopes ratio of soil water is larger at the shallow soil layer and changed sharply at all positions of the forestland, while those in the shrub land and grassland changed became relatively weakly. This study provides the theoretical basis for the key problems of plant water using mechanism, ecological water demand, vegetation recovery and so on.",0
"Ethnomedicinal importance and conservation status of medicinal trees among indigenous communities in Esperanza, Agusan del Sur, Philippines This study provides ethnomedicinal information and conservation status of medicinal trees used by the Manobo and Higaonon indigenous communities of Esperanza, Agusan del Sur, Philippines. Data were obtained through semi-structured interviews, group discussion, and guided field walks with a total of 145 informants comprising of 95 Manobo and 50 Higaonon people with their traditional medical knowledge. A total of 43 tree species belonging to 36 genera and 22 plant families were recorded as ethnomedicinally important. Family importance value (FIV) was highest in Moraceae (99.33), followed by Lamiaceae (97.33), Rutaceae (96.00), Lauraceae (94.00), and Fabaceae (93.33). Plant parts are used for fracture and dislocation, weakness and fatigue, snakebite, diarrhea, and postpartum care and recovery, respectively. Highest relative frequency of citation (RFC) was cited for both Cinnamomum mercadoi S.Vidal and Ficus concinna (Miq.) Miq. Assessment of conservation status revealed that most of the medicinal trees with 20 species were not assessed (NA), followed by 15 species as least concern (LC), two species as vulnerable (VU), two species as other threatened species (OTS), two species as data deficient (DD), and one species each as endangered and near threatened, namely Swietenia mahagoni (L.) Jacq., and Calamus megaphyllus Becc., respectively. Only seven species (16%) are endemic in the Philippines. These findings provide a rationale for future in-situ conservation strategies of these important medicinal trees in indigenous ancestral lands for sustainable utilization of these genetic resources as part of the traditional heritage of the Manobo and Higaonon.",0
"FINE-ROOT VERTICAL PROFILE, PRODUCTION, MORTALITY AND DECOMPOSITION IN AN ACACIA PLANTATION IN NORTH-EAST VIETNAM Fine-roots drive plant growth and influence the global carbon cycle. Thus understanding their production and distribution is useful for plantation management. Therefore, in the present study, the vertical distribution and production of fine-roots were investigated in a 2-year-old Acacia plantation in Vietnam that had a planting density of 1100 trees ha(-1). A 30 m x 30 m plot was established in the plantation and field data were collected using sequential soil core sampling and the litter bag technique. The continuous inflow method was used to estimate fine-root production, mortality and decomposition during spring, summer, fall and winter. More than 78.0% of the fine-roots were distributed in the 0-20 cm soil layer while less than 4.0% were distributed in the 50-80 cm later. The proportion of fine-roots in the 0-20 cm layer was greater in summer (81.0%) than in winter (78.0%), while the reverse was true in the 50-80 cm layer (summer 2.3%, winter 3.6%). The total fine-root production, mortality and decomposition in the study area were 9.90, 8.39 and 7.07 tonnes ha(-1) year(-1) respectively and all three of these parameters were seasonally dependent, being higher in summer (> 2.5 g m(-2) day(-1)) than in winter (< 1.5 g m(-2) day(-1)).",0
"Plant-soil interactions as a restoration tool Studying plant�soil interactions in mine degraded reclaimed land provides an important foundation of restoration ecology. These interactions are influenced by several factors, such as plant growth medium, level of contamination, environmental conditions, restoration practices, age of reclamation, surrounding flora and fauna community, selection of plant species, and microbial community. Soil characteristics effect plant growth and community development. The selection of plant species is used as an important tool to accelerate the pedogenesis process and initiate progressive succession. Plant�soil interactions can be used as major tools for restoration (e.g., ameliorate soil properties favoring autochthonous species) or it could be a major hurdle for restoration (e.g., encourages growth of invasive species which hamper ecosystem succession process by allelopathy and altering soil according to their requirement). Even though the extent of plant�soil feedback affecting the ecosystem is very less reported, several studies consider it most important for restoration ecology. This chapter focuses on on plant-soil synergy affecting the development of soil-biotic community, accelerates the succession process towards the target ecosystem and how the soil development influences vegetation structure and community dynamics.",0
"Multi-Product Forwarder-Based Timber Extraction: Time Consumption and Productivity Analysis of Two Forwarder Models Over Multiple Products and Extraction Distances Accurate predictions in forest operations can be used towards effective planning, costing, and maximizing the productivity of machines in mechanised cut-to-length (CTL) harvesting. There is a general and substantial gap in forwarder productivity data available for pine sawtimber in South Africa at present, and as the number of product assortments being harvested increase there is a need for more work to quantify the effects of extracting products of different dimensions. The aim of this study was to calculate the time consumption and productivity of two models of Ponsse forwarders (15 t and 20 t capacity) to consider and compare the effects of multiple variables including machine capabilities, product assortment, load size, extraction distance, and fuel consumption. Productivity averaged at 34.08 m(3) per productive machine hour excluding delays longer than one minute (PMH1) for the smaller machine, and 55.94 m(3)/PMH1, for the larger machine. Productivity and average log volume were strongly positively correlated. Regression models were created for each machine where load volume and extraction distance were both significant factors for predicting productivity. Average fuel consumption of the smaller machine was 15.55 l/PMH1 and 0.47l/m(3), and 20.57 l/PMH1 and 0.43 l/m(3) for the larger machine. The product with the largest volume was found to require the least fuel per m(3). The models developed could aid in predicting system productivity and potentially carbon emissions under similar conditions in a South African context of industrial plantation forestry.",0
"CO2 Fertilizer Effect on Growth, Polyphenols, and Endophytes in Two Baccharis Species In a climate change context, the buildup of CO2 will affect plant communities worldwide. This study evaluated the effects of CO2 enrichment on the development and defense of two Cerrado native species Baccharis dracunculifolia and B. platypoda and their associated endophytic fungi richness. The study took place in Open-Top Chambers, two with ambient CO2 concentration (similar to 400 ppm) and two in an enriched environment (similar to 800 ppm). Baccharis platypoda developed 20% more leaves under enriched CO2 conditions, whereas B. dracunculifolia was 30% taller and showed 27% more leaves than those under ambient conditions. In both species, leaf polyphenol concentration did not differ between treatments. Nevertheless, polyphenol content had a positive correlation with plant height on both species' individuals grown under CO2 enriched conditions. Endophytic fungi richness and colonization rate on both plant species did not differ between ambient and enriched conditions. Our results show the positive effect of CO2 fertilizer in at least one of the measured growth parameters. An important new finding was a synergistic increase in growth and chemical defense in both studied species under enriched CO2 conditions, suggesting higher carbon assimilation and accumulation. This study suggests that the effects on primary productivity and secondary metabolites of Baccharis species will potentially reflect on the diversity and distribution of Cerrado plants and their associated animal communities.",0
"Growth performance of Dipterocarpus alatus and Hopea odorata in degraded secondary forest land in Southern Vietnam The two dipterocarp species, Dipterocarpus alatus and Hopea odorata, have been widely planted in degraded forest land in Southern Vietnam in the last decades. However, study on growth characteristics of these species and their associated factors is still limited. Therefore, the present study aimed to examine growth performance in different stand densities, and classify tree quality in 28-year old D. alatus and H. odorata plantations. Our results of analysis of covariance (ANCOVA) indicated that in pure stand aged 28 years, D. alatus outperformed H. odorata in tree growth, biomass and volume. In addition, except for four growth variables including tree height at the first branch (Hb), crown length (CL), crown ratio (CR) and linear crown index (LCI), the remaining variables were negatively affected by stand density. We observed that medium quality trees occupied the greatest proportion in both D. alatus (47%; n = 425) and H. odorata (50%; n = 400). Except for CR and LCI, the class of good quality trees had the greatest values in the remaining examined growth variables. In linear discriminant analysis (LDA) model, the classification accuracy of testing set was relatively high in both D. alatus (85%) and H. odorata (91%). The most important variables for tree quality classification in D. alatus were crown diameter (CD) and diameter at breast height (DBH). Meanwhile, the most important variables in H. odorata were CD and tree height (H). These obtained results suggest that controlling crown size is important for shaping individual tree quality. Our data evidenced that D. alatus and H. odorata planted in Southern Vietnam with density equal or less than 500 trees per ha could yield high proportion of good and medium quality trees.",0
"Commodification of Nature on the Plantation Frontier The studies in this volume provide an ethnography of a plantation frontier located in the Kemena and Tatau river basin catchment in central Sarawak, Malaysian Borneo. Using a transdisciplinary approach that draws on the expertise of both natural scientists and social scientists, the key focus is on the commodification of nature that has turned the local landscape into anthropogenic forests. Looking into the interfaces between capitalism and the natural system, we document and analyse the transformation of a space of mixed landscapes and multiethnic and multispecies communities, for the most part driven by trade in forest products, logging and the cultivation of oil palm. How have new commodity chains emerged while older ones disappeared? What changes are associated with such shifts? How are material cycles and food webs altered as a result of large-scale land-use change? What are the relationships among these three elements-commodity chains, material cycles and food webs? Attempts to answer these questions lead us to go beyond the dichotomy of society and nature, and enable us to uncover complex relational entanglements of the two worlds abruptly and forcibly connected by human-induced changes.",0
"Spatial Variations in Dissolved and Particulate Organic Carbon in the Kemena and Tatau Rivers, Sarawak It is important to understand carbon (C) dynamics in terrestrial and coastal ecosystems in order to develop a strategy to control carbon dioxide effluxes. However, the factors determining concentrations of riverine carbon are still largely unknown, especially in Southeast Asia. We investigated the spatial distribution of dissolved and particulate organic carbon (DOC and POC, respectively) and suspended sediment (SS) concentrations in the Kemena and Tatau rivers of Sarawak, Malaysia, in 2011, 2012 and 2013. There are large variations in DOC and POC concentrations in both rivers and their spatial patterns also differ. DOC concentrations did not vary over the sampling years and mainly depended on the distribution of tropical peatland within the watershed. Excitation-emission matrix (EEM) fluorescence spectroscopy with parallel factor analysis showed that DOC supplied from peatland is distinctive though the fluorescence characteristics do not change with the creation of plantations. SS and POC concentrations were slightly higher in logged forests and plantations and significantly higher in main rivers than in intact forests. The results suggest that DOC concentrations are geographically controlled by peatland distribution, while intensive plantation development and the resultant soil disturbance can cause an increase in terrestrial POC discharges to the ocean.",0
"THE HYDROLOGICAL INFLUENCE OF FOREST HARVESTING INTENSITY ON STREAMS: A GLOBAL SYNTHESIS WITH IMPLICATIONS FOR POLICY The hydrological properties of the clearcutting of forested catchments were widely investigated by analyzing runoff in the preand post-harvesting periods. Deforestation worldwide is primarily to meet the wood and fiber products demand for household and industry. It is a widely known phenomenon that deforestation enhances the streamflow and water yield. However, due to the complexity of forest structure and functions, little is known about the exact estimation of a percent increase in water yield after various harvesting intensities of conifers and broadleaved forest globally. To assess these effects, this study analyzed 145 catchments dataset collected from 21 publications. The study evaluates the influence of 25, 50, 75, and 100% deforestation on streamflow. Moreover, changes in the context of various variables like treatment years, elevation, area and mean annual precipitation were also analyzed. Overall comparison showed that after harvesting of broadleaved water yield increases up to 8-23% and in needle-leaved up to 9-28%. The study provides scientific insight into the essential role that annual precipitation, area, elevation, and year of treatment play in influencing hydrology. This research suggests that a target specific approach should be adopted in future forest management under the umbrella of integrated research to mitigate the challenges of climate change.",0
"COMPREHENSIVE EVALUATION OF SOIL QUALITY AT DIFFERENT STAND DENSITIES OF DENDROCALAMUS MINOR VAR. AMOENUS PLANTATIONS Soil is considered as the fundamental media to provide nutrients to plants for their growth and development. Nevertheless, soil quality is closely related to soil microbes, enzyme activity, soil physicochemical properties, and above-ground biomass. In this study, soil quality evaluation was performed on 17 indicators, including soil physicochemical properties and enzyme activity. For this, the stand density with the highest soil quality score was selected for improving forest productivity and forest management. Stand density and soil layer factors have little effect on physical properties, mainly affecting chemical properties and enzyme activity. Different species have different adaptability to soil nutrients. The stand density of Dendrocalamus minor var. amoenus was positively correlated with total nitrogen, urease, available potassium, and available phosphorus. Nine indicators were screened by principal component analysis to explain soil quality (cumulative proportion of 92.50%). Among them, Stand H1 had the highest soil quality score, and the lower stand density is helpful in alleviating competition pressure on light resources, soil nutrition and so on. It is suggested that the future forest management of Dendrocalamus minor var. amoenus should be controlled in the range of 4300 ramet/hm(-2), which is more conducive to soil quality.",0
"Physical and chemical attributes of a soil cultivated with rubber tree under three management strategies Rubber tree (Hevea brasiliensis) is a native species of the Amazon biome. This species had great economic importance due to the production of latex, used to obtain natural rubber. Seeking growth in productivity with adequate management is necessary to optimize production and increase areas with rubber trees. This study aimed to verify the physical and chemical attributes of soil under three different managements and two rubber tree clones, searching for the best alternative for the general edaphoclimatic conditions of the Cerrado biome. The experiment was installed in Palmeiras of Goias, GO, Brazil, in a randomized block design in a 2x3 factorial arrangement, consisting of two rubber tree clones (PB 312 and RRIM 600) and three management strategies (organomineral fertilizer with poultry litter, pigeon pea as green manure, and mechanical mowing-brushcutter). Physical attributes such as soil density, soil penetration resistance, soil moisture and aggregation, soil fertility, and tree development were analyzed. Statistical analyses of variance and Tukey test were carried out in order to compare the dendrometric data and physical and chemical attributes of the soil under the different treatments applied in the inter-row of rubber trees. No significant statistical differences were found among treatments and between clones in relation to soil physical attributes. However, the soil pH reduced the use of organomineral fertilizer and the clone RRIM 600 had the highest heights.",0
"Effects of mixed pulp mill sludges on crop yields and quality There is a great need for sustainable fertilisers and soil amendments, as current fertilisation practices negatively affect the environment. Pulp mill sludges (PMS) could provide a means to replace fertilisers made using non-renewable resources while adding slowly decomposing organic material to the soil and utilising nutrients from the forest industry. This study tested the effects of composted and lime-stabilised mixed PMS (CPMS and LPMS) on wheat (Triticum aestivum) yields and residual effect on oat (Avena sativa) yields in the boreal region. A two-year field experiment included two CPMS and two LPMS treatments all with additional mineral fertilisation, a mineral fertiliser treatment, and a zero-control treatment. All the fertilisers increased yields. There were no differences in crop yields between CPMS, LPMS and mineral fertiliser treatments. However, some quality characteristics and nitrogen (N) uptake were lower with all or some PMS compared with mineral fertilisation. This result suggests that part of the mineral fertilisation for cereals could be replaced by using PMS, but more information on N mineralisation from sludges is needed.",0
"Multisensory Nature and Mental Health This chapter explores diverse, relational, and embodied ways in which nature interactions are experienced, and how these interactions enable opportunities beneficial for mental health and wellbeing. In doing so, this includes briefly charting the stress responses in the body, before exploring the overlapping, multisensory interactions, current research findings, and neurobiological theories offering insights into how and why these interactions can occur. This chapter organizes and explores the findings from these studies in such a way that they could reliably inform spatial and sensory outcomes.",0
